"Severity","ThreadID","Date","Time","Application","Message"
"ERROR","Thread-77316","01/05/2023","20:09:01","mail","534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor b23-20020ac87557000000b003a5c60686b0sm22201023qtr.22 - gsmtp
;lucee.runtime.exp.NativeException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor b23-20020ac87557000000b003a5c60686b0sm22201023qtr.22 - gsmtp

	at com.sun.mail.smtp.SMTPTransport$Authenticator.authenticate(SMTPTransport.java:965)
	at com.sun.mail.smtp.SMTPTransport.authenticate(SMTPTransport.java:876)
	at com.sun.mail.smtp.SMTPTransport.protocolConnect(SMTPTransport.java:780)
	at javax.mail.Service.connect(Service.java:388)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:60)
Caused by: javax.mail.AuthenticationFailedException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor b23-20020ac87557000000b003a5c60686b0sm22201023qtr.22 - gsmtp

	... 5 more
"
"ERROR","Thread-77334","01/05/2023","20:10:13","mail","534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor p16-20020a05620a057000b00704c1f4e756sm25870144qkp.14 - gsmtp
;lucee.runtime.exp.NativeException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor p16-20020a05620a057000b00704c1f4e756sm25870144qkp.14 - gsmtp

	at com.sun.mail.smtp.SMTPTransport$Authenticator.authenticate(SMTPTransport.java:965)
	at com.sun.mail.smtp.SMTPTransport.authenticate(SMTPTransport.java:876)
	at com.sun.mail.smtp.SMTPTransport.protocolConnect(SMTPTransport.java:780)
	at javax.mail.Service.connect(Service.java:388)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:60)
Caused by: javax.mail.AuthenticationFailedException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor p16-20020a05620a057000b00704c1f4e756sm25870144qkp.14 - gsmtp

	... 5 more
"
"ERROR","Thread-1546","01/06/2023","16:58:34","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@4some.golf
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@4some.golf

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@4some.golf

	... 4 more
"
"ERROR","Thread-1615","01/06/2023","17:03:35","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@4some.golf
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@4some.golf

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@4some.golf

	... 4 more
"
"ERROR","Thread-2425","01/06/2023","18:03:36","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@4some.golf
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@4some.golf

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@4some.golf

	... 4 more
"
"ERROR","Thread-3835","01/06/2023","19:59:00","mail","534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor u15-20020a05620a454f00b006ce76811a07sm1404214qkp.75 - gsmtp
;lucee.runtime.exp.NativeException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor u15-20020a05620a454f00b006ce76811a07sm1404214qkp.75 - gsmtp

	at com.sun.mail.smtp.SMTPTransport$Authenticator.authenticate(SMTPTransport.java:965)
	at com.sun.mail.smtp.SMTPTransport.authenticate(SMTPTransport.java:876)
	at com.sun.mail.smtp.SMTPTransport.protocolConnect(SMTPTransport.java:780)
	at javax.mail.Service.connect(Service.java:388)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:60)
Caused by: javax.mail.AuthenticationFailedException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor u15-20020a05620a454f00b006ce76811a07sm1404214qkp.75 - gsmtp

	... 5 more
"
"ERROR","Thread-3853","01/06/2023","20:00:10","mail","534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor h6-20020ac81386000000b003a7fef41526sm1220451qtj.77 - gsmtp
;lucee.runtime.exp.NativeException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor h6-20020ac81386000000b003a7fef41526sm1220451qtj.77 - gsmtp

	at com.sun.mail.smtp.SMTPTransport$Authenticator.authenticate(SMTPTransport.java:965)
	at com.sun.mail.smtp.SMTPTransport.authenticate(SMTPTransport.java:876)
	at com.sun.mail.smtp.SMTPTransport.protocolConnect(SMTPTransport.java:780)
	at javax.mail.Service.connect(Service.java:388)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:60)
Caused by: javax.mail.AuthenticationFailedException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor h6-20020ac81386000000b003a7fef41526sm1220451qtj.77 - gsmtp

	... 5 more
"
"ERROR","Thread-3962","01/06/2023","20:09:03","mail","534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor q5-20020a37f705000000b006fab416015csm1396360qkj.25 - gsmtp
;lucee.runtime.exp.NativeException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor q5-20020a37f705000000b006fab416015csm1396360qkj.25 - gsmtp

	at com.sun.mail.smtp.SMTPTransport$Authenticator.authenticate(SMTPTransport.java:965)
	at com.sun.mail.smtp.SMTPTransport.authenticate(SMTPTransport.java:876)
	at com.sun.mail.smtp.SMTPTransport.protocolConnect(SMTPTransport.java:780)
	at javax.mail.Service.connect(Service.java:388)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:60)
Caused by: javax.mail.AuthenticationFailedException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor q5-20020a37f705000000b006fab416015csm1396360qkj.25 - gsmtp

	... 5 more
"
"ERROR","Thread-3979","01/06/2023","20:10:16","mail","534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor cr26-20020a05622a429a00b003a68fe872a5sm1228301qtb.96 - gsmtp
;lucee.runtime.exp.NativeException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor cr26-20020a05622a429a00b003a68fe872a5sm1228301qtb.96 - gsmtp

	at com.sun.mail.smtp.SMTPTransport$Authenticator.authenticate(SMTPTransport.java:965)
	at com.sun.mail.smtp.SMTPTransport.authenticate(SMTPTransport.java:876)
	at com.sun.mail.smtp.SMTPTransport.protocolConnect(SMTPTransport.java:780)
	at javax.mail.Service.connect(Service.java:388)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:60)
Caused by: javax.mail.AuthenticationFailedException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor cr26-20020a05622a429a00b003a68fe872a5sm1228301qtb.96 - gsmtp

	... 5 more
"
"ERROR","Thread-20083","01/07/2023","18:03:37","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@4some.golf
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@4some.golf

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@4some.golf

	... 4 more
"
"ERROR","Thread-21469","01/07/2023","19:59:01","mail","534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor y9-20020a37f609000000b006fa2b1c3c1esm2923396qkj.58 - gsmtp
;lucee.runtime.exp.NativeException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor y9-20020a37f609000000b006fa2b1c3c1esm2923396qkj.58 - gsmtp

	at com.sun.mail.smtp.SMTPTransport$Authenticator.authenticate(SMTPTransport.java:965)
	at com.sun.mail.smtp.SMTPTransport.authenticate(SMTPTransport.java:876)
	at com.sun.mail.smtp.SMTPTransport.protocolConnect(SMTPTransport.java:780)
	at javax.mail.Service.connect(Service.java:388)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:60)
Caused by: javax.mail.AuthenticationFailedException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor y9-20020a37f609000000b006fa2b1c3c1esm2923396qkj.58 - gsmtp

	... 5 more
"
"ERROR","Thread-21486","01/07/2023","20:00:11","mail","534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor y9-20020a37f609000000b006fa2b1c3c1esm2924712qkj.58 - gsmtp
;lucee.runtime.exp.NativeException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor y9-20020a37f609000000b006fa2b1c3c1esm2924712qkj.58 - gsmtp

	at com.sun.mail.smtp.SMTPTransport$Authenticator.authenticate(SMTPTransport.java:965)
	at com.sun.mail.smtp.SMTPTransport.authenticate(SMTPTransport.java:876)
	at com.sun.mail.smtp.SMTPTransport.protocolConnect(SMTPTransport.java:780)
	at javax.mail.Service.connect(Service.java:388)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:60)
Caused by: javax.mail.AuthenticationFailedException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor y9-20020a37f609000000b006fa2b1c3c1esm2924712qkj.58 - gsmtp

	... 5 more
"
"ERROR","Thread-21595","01/07/2023","20:09:04","mail","534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor y2-20020a05620a44c200b006f87d28ea3asm2960619qkp.54 - gsmtp
;lucee.runtime.exp.NativeException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor y2-20020a05620a44c200b006f87d28ea3asm2960619qkp.54 - gsmtp

	at com.sun.mail.smtp.SMTPTransport$Authenticator.authenticate(SMTPTransport.java:965)
	at com.sun.mail.smtp.SMTPTransport.authenticate(SMTPTransport.java:876)
	at com.sun.mail.smtp.SMTPTransport.protocolConnect(SMTPTransport.java:780)
	at javax.mail.Service.connect(Service.java:388)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:60)
Caused by: javax.mail.AuthenticationFailedException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor y2-20020a05620a44c200b006f87d28ea3asm2960619qkp.54 - gsmtp

	... 5 more
"
"ERROR","Thread-21613","01/07/2023","20:10:17","mail","534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor fg13-20020a05622a580d00b003a6a92a202esm2574138qtb.83 - gsmtp
;lucee.runtime.exp.NativeException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor fg13-20020a05622a580d00b003a6a92a202esm2574138qtb.83 - gsmtp

	at com.sun.mail.smtp.SMTPTransport$Authenticator.authenticate(SMTPTransport.java:965)
	at com.sun.mail.smtp.SMTPTransport.authenticate(SMTPTransport.java:876)
	at com.sun.mail.smtp.SMTPTransport.protocolConnect(SMTPTransport.java:780)
	at javax.mail.Service.connect(Service.java:388)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:60)
Caused by: javax.mail.AuthenticationFailedException: 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/mail/?p=InvalidSecondFactor fg13-20020a05622a580d00b003a6a92a202esm2574138qtb.83 - gsmtp

	... 5 more
"
"ERROR","Thread-37688","01/08/2023","18:03:38","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@4some.golf
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@4some.golf

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@4some.golf

	... 4 more
"
"ERROR","Thread-88630","03/10/2023","13:51:23","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	... 4 more
"
"ERROR","Thread-88693","03/10/2023","13:56:24","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	... 4 more
"
"ERROR","Thread-89054","03/10/2023","14:21:40","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	... 4 more
"
